ID,Step
74,"Get a large, wide-bottomed pan and gently sauté the onion, celery and garlic for about 15 minutes until they are nice and soft. Meanwhile, get about 1.5 litres of chicken or vegetable stock simmering in a separate pan. Also, prep your chanterelles: tear or chop so that they’re all about the same size, leaving the small ones whole. Roughly dice a handful of the largest and least attractive ones to put in the risotto base, the rest will be sautéed to go on top at the end."
74,"Once your onion base is nice and soft, turn up the heat, add the rice to the pan and stir briefly. Now add the wine and stir until the liquid has been absorbed. Turn the heat back down to a medium flame and add your stock in the same fashion, one-ladle at a time. Constant stirring is required to stop it sticking and to gently massage the starch out to make that lovely thick sauce. When the rice is al dente, add the butter, most of the chopped parsley and all of the parmesan. Give a good stir, then place a lid on the pan and leave to rest for 3-4 minutes. Meanwhile, cook your chanterelles: melt a small amount of butter in a frying pan, and over a medium heat toss the chanterelles with a pinch of salt and pepper until just tender. Add the rest of the parsley and a small squeeze of lemon juice. Serve with more grated parmesan sprinkled over."
,
75,"Cut the bacon into thin lardons and fry in a little olive oil in a large pot until just starting to colour. Dice the onion and celery and finely chop the garlic. Add these to the pot with the bacon, along with the mutton fat. Turn the heat right down and gently sweat the vegetables down for 10-15 minutes until they are nice and soft. Add to the pot the carrots, braised mutton, curry powder, paprika and stock. Taste and season with salt and freshly cracked black pepper, bring to the boil, then turn the heat down to just below simmering point and cook for 15-20 minutes. Add a few drops of Worcester sauce and 1 teaspoon of white wine vinegar. Add the potato dice and cook until the potatoes are tender but not falling apart. Adjust the seasoning and serve with some roughly chopped parsley scattered over."
,
76,"Preheat the oven to 180C. To make the cheese sauce; firstly bring the milk to the boil with the bay leaves, thyme, garlic, nutmeg, peppercorns, cloves and onion. Simmer gently for 20 minutes. Bring a large pan of salted boiling water to the boil and cook 300g of macaroni. Refresh the pasta under cold water once done. Meanwhile make a roux by melting the butter in a saucepan and adding the plain flour. Once combined, strain the flavoured milk and add to the roux in stages."
76,"When all the milk is in, add the cheese and double cream. Remove from the heat and stir to combine. Taste and add salt if needed. Mix the pasta and the sauce and pour into a suitably sized baking dish. Now for the gratin; sprinkle the breadcrumbs and finely grated parmesan cheese over the top. Add some slices of tomato, and mozzarella if desired. Place in the oven until lovely and golden on top."
,
77,
,
78,"Heat the oven to 200C. In a large bowl, mix together the flour, salt, yeast, pumpkin seeds, sunflower seeds and pine nuts. In a jug, mix the water with olive oil and treacle. Mix the contents of the jug into the bowl with the flour, cover and leave in a warm place to rise for 20 minutes. Line a large roasting tin with greaseproof paper and scrape the dough into it. Leave in a warm place to rise again for 10 minutes, then place in the oven for 20-30 minutes, until nice and brown on the top and sounding hollow when tapped underneath. Enjoy hot with butter."
,
79,
,
80,"Mix all the ingredients except the pork together in a bowl. Rub about three-quarters of the mix into the belly, leave in the fridge for 24 hours then pour the liquid away and repeat, but only adding a small amount of cure mix after the first day. Cure it for 4 days, then cut off a piece and fry it to test for saltiness. If it’s too salty, just soak it under running water for an hour or longer to reduce this. Finally, wrap it in muslin and hang for a week in a cool larder to dry and allow the flavour to mature."
,
81,"Separate the thighs from the drumsticks and place in a suitably sized tub or ziplock bag. Crush the garlic, then chop the carrot, celery, onion, and leek into rough 1cm dice and add everything to the chicken along with the wine, thyme and bay leaf. Leave in the fridge to marinate for 1 day. Put the chicken breasts aside for another recipe. Make a simple stock with carcass; crush slightly and snugly fit it into a medium-small pot. Cover with cold water and slowly bring to the boil, skimming any scum that rises. Simmer gently for 3 hours, then strain and discard the bones. Reduce the stock by half, and place in the fridge until needed."
81,"Heat the oven to 180C. Transfer the chicken and it's marinade to a roasting tray, then bring to the boil on the stove top and simmer for 3 minutes to remove the alcohol. Place in the oven for about 45minutes, or until the meat is tender."
81,"Meanwhile, heat a frying pan and cook the pancetta, onions and mushrooms over a high flame until nice and golden. Add the chicken stock to de-glaze, then simmer until the mushrooms and onions are just tender. Set aside."
81,"When the chicken is cooked, remove from the tray and pat the skin dry with kitchen towel. Strain the braising liquid into a saucepan, and add the chicken stock poured off the from the mushrooms and shallots pan. Bring to the boil and reduce by about two thirds, until it is dark and rich. Season to taste, and thicken with a little beurre manié. While the sauce is reducing, crisp the chicken skin; in a frying pan heat some oil over a medium-low flame and brown the chicken, being careful not to burn it. The skin should be dark and caramelised. Serve with the mushrooms, shallots, pancetta and sauce poured over. Excellent with mashed potato or boiled new potatoes"
,
82,"Roast the bones lightly in a hot oven for about 10 minutes. Meanwhile, roughly chop the carrot, onion, celery, leek and garlic and fry in oil over a high heat until lightly browned. Add the mutton bones, along with the bay leaf and sprig of rosemary. Add a large pinch of salt, then pour in cold water to just cover. Bring to the boil, skimming any froth that rises to the surface, then turn it down to just below boiling point and gently cook for at least 8 hours. Pass through a fine sieve. Taste the stock; if it lacks flavour reduce it by boiling vigorously. Leave to cool slightly, then skim off and save the fat from the surface."
,
83,"In a large pan, heat 2 tablespoons of oil over a high heat. Season the shoulder and neck all over with salt and white pepper, and fry in the pan until golden and caramelised all over. Roughly chop the vegetables, keeping the carrots separate. In a large heavy based pan, heat about 2 tablespoons of vegetable oil and fry the carrots until dark and caramelised all over. Add the remaining vegetables and continue to cook until soft. Add the cumin, fennel seeds, curry powder, tomato purée and rosemary and cook out for 3-4 minutes. Add the white wine, and reduce until dry. Transfer the vegetables to a roasting tray and and put the meat on top. Pour over a 50-50 mixture of red or white wine and water so it reaches halfway up the side of the meat. Place on the hob, bring to the boil and simmer gently for a few minutes to boil off the alcohol. Tightly cover with foil and place in the oven on gas mark 1 for about 4 hours, basting frequently, until the meat is falling apart and tender. Remove from the oven, and leave to partially cool. While it is still warm, pick all the meat away from the bones and fat and set aside. The braising liquor is full of flavour; skim the fat, reduce by half and set aside."
,
84,"Heat the oven to 140C. To cook the pork belly, season it with 1 heaped teaspoon of fine salt and rub it into the flesh and skin side. Line a roasting tray that just fits it in snugly with greaseproof paper, and add water until just covered. Add a sprig of thyme and a few sage leaves, then place in the oven for 10-12 hours, until it is absolutely tender and almost falling apart when touching it with a spoon. Remove the liquid from the tray, and set aside. Now cover the belly with another sheet of greaseproof paper and press with another tray on top, followed by a heavy weight (2-3kg). Place in the fridge to chill for at least 6 hours."
84,"To make the pork and ale sauce; take the reserved bones from the belly and cut into small pieces using a cleaver or a heavy pair of scissors. Cut the carrot, leek, onion and tomato into approx 1cm dice, and set aside. Lightly crush the garlic. In a large, heavy based pan, heat about 2 tablespoons of vegetable oil over a high heat. sauté the bones until golden, then strain in a colander. Reduce the heat to medium, and in the same pan, cook the vegetables with a generous pinch of salt for about 10 minutes. Add the pork bones back in, along with the rest of the thyme and a few sage leaves. Add the ale, and bring to the boil. Reduce until the liquid is completely gone, then add the reserved cooking liquid from the pork belly. Bring to the boil, and reduce until dry again. Add enough chicken stock until just covered, then simmer gently for 30 minutes. Pass the sauce through a fine sieve, and reduce by half, or until you have an intense flavour. Whisk in some beurre manié to thicken, adding just a little bit at a time. Set the sauce aside."
84,"Heat the oven to 180C. Portion the pork belly into 4 equal sized pieces, and score the skin carefully in a criss-cross pattern. Add 3-4 tablespoons of vegetable oil to a large heavy based pan (with an oven-proof handle), then add the pork skin side down and place over a high heat. When it just starts to sizzle, place in the oven for 20 minutes, or until the skin is golden and very crispy."
84,"While the pork belly is cooking, prepare the vegetables; fill a large pot with water and season generously with salt. Bring to the boil. Cut off the bottom 1-2 cm of the asparagus as it is woody and tough. Remove the outer 2 or 3 layers of the cabbage, and cut out the thick veins. Slice coarsely. Wash the baby spinach leaves, then set aside. When the pork belly is about 5 minutes away from finished, heat the butter in a large sauté pan until foaming, then add the cabbage along with a pinch of salt. Cook until tender. Cook the asparagus in the boiling salted water until just tender - about 4 minutes. Finally, add the baby spinach to the pan with the cabbage and cook until wilted. Serve the pork belly on the bed of vegetables, and pour the sauce over."
